,prompt,secondary_prompt,gender1,gender2,age_group1,age_group2,nationality1,nationality2,scenario,result,misunderstanding_present,secondary_result,cultural_dimension
10,"In the following scenario, the first person is Male, is from United States, and is 18-25 years old. The second person is Male, is from Mexico, and is 18-25 years old.

Male (United States): ""I wanted to ask if it would be possible to get your help on the presentation for tomorrow. I want to make sure my ideas are in line with your vision for the project.""

Male (Mexico): ""I don’t think that’s necessary. We really rely on you to come up with your own ideas and share them with us.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,United States,Mexico,"<<gender1>> (<<nationality1>>): ""I wanted to ask if it would be possible to get your help on the presentation for tomorrow. I want to make sure my ideas are in line with your vision for the project.""

<<gender2>> (<<nationality2>>): ""I don’t think that’s necessary. We really rely on you to come up with your own ideas and share them with us.""",Yes,True,Individualism-Collectivism,collectivism/individualism
11,"In the following scenario, the first person is Male, is from United States, and is 18-25 years old. The second person is Male, is from Mexico, and is 18-25 years old.

Male (United States): ""I don’t think it’s the right time to pitch my idea in today’s meeting. I want to make sure it’s on the right track, with all the details worked out.""

Male (Mexico): ""I think it’s okay to share your idea even if it’s not perfect yet.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,United States,Mexico,"<<gender1>> (<<nationality1>>): ""I don’t think it’s the right time to pitch my idea in today’s meeting. I want to make sure it’s on the right track, with all the details worked out.""

<<gender2>> (<<nationality2>>): ""I think it’s okay to share your idea even if it’s not perfect yet.""",Yes,True,Uncertainty Avoidance,uncertainty avoidance
12,"In the following scenario, the first person is Male, is from United States, and is 18-25 years old. The second person is Male, is from Mexico, and is 18-25 years old.

Male (United States): ""I looked over the contract human resources sent me, and I think there may be a mistake in the benefits sections.""

Male (Mexico): ""I trust the human resources supervisor’s expertise, and I won’t question the accuracy of their work.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,United States,Mexico,"<<gender1>> (<<nationality1>>): ""I looked over the contract human resources sent me, and I think there may be a mistake in the benefits sections.""

<<gender2>> (<<nationality2>>): ""I trust the human resources supervisor’s expertise, and I won’t question the accuracy of their work.""",Yes,True,Power Distance,power distance
13,"In the following scenario, the first person is Male, is from United States, and is 18-25 years old. The second person is Male, is from Mexico, and is 18-25 years old.

Male (United States): ""Hey, let’s sign up for the competition on Friday. I think we have the skills to win this.""

Male (Mexico): ""I don’t think that’s a good idea. I’m a little unclear about the guidelines, so I am not sure whether our project is a good fit. Honestly, entering a project that’s not appropriate would just make us look unprofessional. If you want to take this seriously, we should spend more time looking for the best fit.""


Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,United States,Mexico,"<<gender1>> (<<nationality1>>): ""Hey, let’s sign up for the competition on Friday. I think we have the skills to win this.""

<<gender2>> (<<nationality2>>): ""I don’t think that’s a good idea. I’m a little unclear about the guidelines, so I am not sure whether our project is a good fit. Honestly, entering a project that’s not appropriate would just make us look unprofessional. If you want to take this seriously, we should spend more time looking for the best fit.""
",No,False,Uncertainty Avoidance,uncertainty avoidance
14,"In the following scenario, the first person is Male, is from United States, and is 18-25 years old. The second person is Male, is from Mexico, and is 18-25 years old.

Male (United States): ""I don’t think it’s the right time to pitch my idea in today’s meeting. I want to hear what others are thinking first to make sure I’m on the right track. I don’t want to risk embarrassing myself.""

Male (Mexico): ""We’re just in the early stages. You shouldn’t be so worried about it.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,United States,Mexico,"<<gender1>> (<<nationality1>>): ""I don’t think it’s the right time to pitch my idea in today’s meeting. I want to hear what others are thinking first to make sure I’m on the right track. I don’t want to risk embarrassing myself.""

<<gender2>> (<<nationality2>>): ""We’re just in the early stages. You shouldn’t be so worried about it.""",Yes,True,Uncertainty Avoidance,uncertainty avoidance
15,"In the following scenario, the first person is Male, is from United States, and is 18-25 years old. The second person is Male, is from Mexico, and is 18-25 years old.

Male (United States): ""Hey, let's sign up for the competition on Friday. I think we have the skills to win this.""

Male (Mexico): ""I like your confidence, but I think we should take some time to look at past projects and make sure ours is a good fit.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,United States,Mexico,"<<gender1>> (<<nationality1>>): ""Hey, let's sign up for the competition on Friday. I think we have the skills to win this.""

<<gender2>> (<<nationality2>>): ""I like your confidence, but I think we should take some time to look at past projects and make sure ours is a good fit.""",No,False,Uncertainty Avoidance,uncertainty avoidance
16,"In the following scenario, the first person is Male, is from United States, and is 18-25 years old. The second person is Male, is from India, and is 18-25 years old.

Male (United States): ""I wanted to ask if it would be possible to get your help on the presentation for tomorrow. I want to make sure my ideas are in line with your vision for the project.""

Male (India): ""Of course, I’d be happy to help!""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,United States,India,"<<gender1>> (<<nationality1>>): ""I wanted to ask if it would be possible to get your help on the presentation for tomorrow. I want to make sure my ideas are in line with your vision for the project.""

<<gender2>> (<<nationality2>>): ""Of course, I’d be happy to help!""",No,False,None,none
17,"In the following scenario, the first person is Male, is from United States, and is 18-25 years old. The second person is Male, is from India, and is 18-25 years old.

Male (United States): ""I looked over my contract, and I think there may be a mistake in the benefits sections.""

Male (India): ""Thanks for letting me know. I will have someone in HR look at it and see if there is anything that can be done.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,United States,India,"<<gender1>> (<<nationality1>>): ""I looked over my contract, and I think there may be a mistake in the benefits sections.""

<<gender2>> (<<nationality2>>): ""Thanks for letting me know. I will have someone in HR look at it and see if there is anything that can be done.""",No,False,None,none
18,"In the following scenario, the first person is Male, is from United States, and is 18-25 years old. The second person is Male, is from India, and is 18-25 years old.

Male (United States): ""I wanted to ask if it would be possible to get your help on the presentation for tomorrow. I want to make sure my ideas are in line with your vision for the project.""

Male (India): ""I don’t think that’s necessary. We really rely on you to come up with your own ideas and share them with us.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,United States,India,"<<gender1>> (<<nationality1>>): ""I wanted to ask if it would be possible to get your help on the presentation for tomorrow. I want to make sure my ideas are in line with your vision for the project.""

<<gender2>> (<<nationality2>>): ""I don’t think that’s necessary. We really rely on you to come up with your own ideas and share them with us.""",Yes,True,Individualism-Collectivism,collectivism/individualism
19,"In the following scenario, the first person is Male, is from United States, and is 18-25 years old. The second person is Male, is from India, and is 18-25 years old.

Male (United States): ""I don’t think it’s the right time to pitch my idea in today’s meeting. I want to make sure it’s on the right track, with all the details worked out.""

Male (India): ""I think it’s okay to share your idea even if it’s not perfect yet.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,United States,India,"<<gender1>> (<<nationality1>>): ""I don’t think it’s the right time to pitch my idea in today’s meeting. I want to make sure it’s on the right track, with all the details worked out.""

<<gender2>> (<<nationality2>>): ""I think it’s okay to share your idea even if it’s not perfect yet.""",No,False,Uncertainty Avoidance,uncertainty avoidance
20,"In the following scenario, the first person is Male, is from United States, and is 18-25 years old. The second person is Male, is from India, and is 18-25 years old.

Male (United States): ""I looked over the contract human resources sent me, and I think there may be a mistake in the benefits sections.""

Male (India): ""I trust the human resources supervisor’s expertise, and I won’t question the accuracy of their work.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,United States,India,"<<gender1>> (<<nationality1>>): ""I looked over the contract human resources sent me, and I think there may be a mistake in the benefits sections.""

<<gender2>> (<<nationality2>>): ""I trust the human resources supervisor’s expertise, and I won’t question the accuracy of their work.""",Yes,True,Individualism-Collectivism,collectivism/individualism
21,"In the following scenario, the first person is Male, is from United States, and is 18-25 years old. The second person is Male, is from India, and is 18-25 years old.

Male (United States): ""Hey, let’s sign up for the competition on Friday. I think we have the skills to win this.""

Male (India): ""I don’t think that’s a good idea. I’m a little unclear about the guidelines, so I am not sure whether our project is a good fit. Honestly, entering a project that’s not appropriate would just make us look unprofessional. If you want to take this seriously, we should spend more time looking for the best fit.""


Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,United States,India,"<<gender1>> (<<nationality1>>): ""Hey, let’s sign up for the competition on Friday. I think we have the skills to win this.""

<<gender2>> (<<nationality2>>): ""I don’t think that’s a good idea. I’m a little unclear about the guidelines, so I am not sure whether our project is a good fit. Honestly, entering a project that’s not appropriate would just make us look unprofessional. If you want to take this seriously, we should spend more time looking for the best fit.""
",Yes,True,Uncertainty Avoidance,uncertainty avoidance
22,"In the following scenario, the first person is Male, is from United States, and is 18-25 years old. The second person is Male, is from India, and is 18-25 years old.

Male (United States): ""I don’t think it’s the right time to pitch my idea in today’s meeting. I want to hear what others are thinking first to make sure I’m on the right track. I don’t want to risk embarrassing myself.""

Male (India): ""We’re just in the early stages. You shouldn’t be so worried about it.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,United States,India,"<<gender1>> (<<nationality1>>): ""I don’t think it’s the right time to pitch my idea in today’s meeting. I want to hear what others are thinking first to make sure I’m on the right track. I don’t want to risk embarrassing myself.""

<<gender2>> (<<nationality2>>): ""We’re just in the early stages. You shouldn’t be so worried about it.""",No,False,"No

Since there was no cross-cultural violation, no specific cultural dimension is applicable in this case.",none
23,"In the following scenario, the first person is Male, is from United States, and is 18-25 years old. The second person is Male, is from India, and is 18-25 years old.

Male (United States): ""Hey, let's sign up for the competition on Friday. I think we have the skills to win this.""

Male (India): ""I like your confidence, but I think we should take some time to look at past projects and make sure ours is a good fit.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,United States,India,"<<gender1>> (<<nationality1>>): ""Hey, let's sign up for the competition on Friday. I think we have the skills to win this.""

<<gender2>> (<<nationality2>>): ""I like your confidence, but I think we should take some time to look at past projects and make sure ours is a good fit.""",Yes,True,Individualism-Collectivism,collectivism/individualism
24,"In the following scenario, the first person is Male, is from United States, and is 18-25 years old. The second person is Male, is from Germany, and is 18-25 years old.

Male (United States): ""I wanted to ask if it would be possible to get your help on the presentation for tomorrow. I want to make sure my ideas are in line with your vision for the project.""

Male (Germany): ""Of course, I’d be happy to help!""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,United States,Germany,"<<gender1>> (<<nationality1>>): ""I wanted to ask if it would be possible to get your help on the presentation for tomorrow. I want to make sure my ideas are in line with your vision for the project.""

<<gender2>> (<<nationality2>>): ""Of course, I’d be happy to help!""",No,False,None,none
25,"In the following scenario, the first person is Male, is from United States, and is 18-25 years old. The second person is Male, is from Germany, and is 18-25 years old.

Male (United States): ""I looked over my contract, and I think there may be a mistake in the benefits sections.""

Male (Germany): ""Thanks for letting me know. I will have someone in HR look at it and see if there is anything that can be done.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,United States,Germany,"<<gender1>> (<<nationality1>>): ""I looked over my contract, and I think there may be a mistake in the benefits sections.""

<<gender2>> (<<nationality2>>): ""Thanks for letting me know. I will have someone in HR look at it and see if there is anything that can be done.""",No,False,None,none
26,"In the following scenario, the first person is Male, is from United States, and is 18-25 years old. The second person is Male, is from Germany, and is 18-25 years old.

Male (United States): ""I wanted to ask if it would be possible to get your help on the presentation for tomorrow. I want to make sure my ideas are in line with your vision for the project.""

Male (Germany): ""I don’t think that’s necessary. We really rely on you to come up with your own ideas and share them with us.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,United States,Germany,"<<gender1>> (<<nationality1>>): ""I wanted to ask if it would be possible to get your help on the presentation for tomorrow. I want to make sure my ideas are in line with your vision for the project.""

<<gender2>> (<<nationality2>>): ""I don’t think that’s necessary. We really rely on you to come up with your own ideas and share them with us.""",Yes,True,Individualism-Collectivism,collectivism/individualism
27,"In the following scenario, the first person is Male, is from United States, and is 18-25 years old. The second person is Male, is from Germany, and is 18-25 years old.

Male (United States): ""I don’t think it’s the right time to pitch my idea in today’s meeting. I want to make sure it’s on the right track, with all the details worked out.""

Male (Germany): ""I think it’s okay to share your idea even if it’s not perfect yet.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,United States,Germany,"<<gender1>> (<<nationality1>>): ""I don’t think it’s the right time to pitch my idea in today’s meeting. I want to make sure it’s on the right track, with all the details worked out.""

<<gender2>> (<<nationality2>>): ""I think it’s okay to share your idea even if it’s not perfect yet.""",Yes,True,Uncertainty Avoidance,uncertainty avoidance
28,"In the following scenario, the first person is Male, is from United States, and is 18-25 years old. The second person is Male, is from Germany, and is 18-25 years old.

Male (United States): ""I looked over the contract human resources sent me, and I think there may be a mistake in the benefits sections.""

Male (Germany): ""I trust the human resources supervisor’s expertise, and I won’t question the accuracy of their work.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,United States,Germany,"<<gender1>> (<<nationality1>>): ""I looked over the contract human resources sent me, and I think there may be a mistake in the benefits sections.""

<<gender2>> (<<nationality2>>): ""I trust the human resources supervisor’s expertise, and I won’t question the accuracy of their work.""",Yes,True,Power Distance,power distance
29,"In the following scenario, the first person is Male, is from United States, and is 18-25 years old. The second person is Male, is from Germany, and is 18-25 years old.

Male (United States): ""Hey, let’s sign up for the competition on Friday. I think we have the skills to win this.""

Male (Germany): ""I don’t think that’s a good idea. I’m a little unclear about the guidelines, so I am not sure whether our project is a good fit. Honestly, entering a project that’s not appropriate would just make us look unprofessional. If you want to take this seriously, we should spend more time looking for the best fit.""


Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,United States,Germany,"<<gender1>> (<<nationality1>>): ""Hey, let’s sign up for the competition on Friday. I think we have the skills to win this.""

<<gender2>> (<<nationality2>>): ""I don’t think that’s a good idea. I’m a little unclear about the guidelines, so I am not sure whether our project is a good fit. Honestly, entering a project that’s not appropriate would just make us look unprofessional. If you want to take this seriously, we should spend more time looking for the best fit.""
",Yes,True,Uncertainty Avoidance,uncertainty avoidance
30,"In the following scenario, the first person is Male, is from United States, and is 18-25 years old. The second person is Male, is from Germany, and is 18-25 years old.

Male (United States): ""I don’t think it’s the right time to pitch my idea in today’s meeting. I want to hear what others are thinking first to make sure I’m on the right track. I don’t want to risk embarrassing myself.""

Male (Germany): ""We’re just in the early stages. You shouldn’t be so worried about it.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,United States,Germany,"<<gender1>> (<<nationality1>>): ""I don’t think it’s the right time to pitch my idea in today’s meeting. I want to hear what others are thinking first to make sure I’m on the right track. I don’t want to risk embarrassing myself.""

<<gender2>> (<<nationality2>>): ""We’re just in the early stages. You shouldn’t be so worried about it.""",Yes,True,Uncertainty Avoidance,uncertainty avoidance
31,"In the following scenario, the first person is Male, is from United States, and is 18-25 years old. The second person is Male, is from Germany, and is 18-25 years old.

Male (United States): ""Hey, let's sign up for the competition on Friday. I think we have the skills to win this.""

Male (Germany): ""I like your confidence, but I think we should take some time to look at past projects and make sure ours is a good fit.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,United States,Germany,"<<gender1>> (<<nationality1>>): ""Hey, let's sign up for the competition on Friday. I think we have the skills to win this.""

<<gender2>> (<<nationality2>>): ""I like your confidence, but I think we should take some time to look at past projects and make sure ours is a good fit.""",No,False,Uncertainty Avoidance,uncertainty avoidance
32,"In the following scenario, the first person is Male, is from Mexico, and is 18-25 years old. The second person is Male, is from United States, and is 18-25 years old.

Male (Mexico): ""I wanted to ask if it would be possible to get your help on the presentation for tomorrow. I want to make sure my ideas are in line with your vision for the project.""

Male (United States): ""Of course, I’d be happy to help!""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,Mexico,United States,"<<gender1>> (<<nationality1>>): ""I wanted to ask if it would be possible to get your help on the presentation for tomorrow. I want to make sure my ideas are in line with your vision for the project.""

<<gender2>> (<<nationality2>>): ""Of course, I’d be happy to help!""",No,False,None,none
33,"In the following scenario, the first person is Male, is from Mexico, and is 18-25 years old. The second person is Male, is from United States, and is 18-25 years old.

Male (Mexico): ""I looked over my contract, and I think there may be a mistake in the benefits sections.""

Male (United States): ""Thanks for letting me know. I will have someone in HR look at it and see if there is anything that can be done.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,Mexico,United States,"<<gender1>> (<<nationality1>>): ""I looked over my contract, and I think there may be a mistake in the benefits sections.""

<<gender2>> (<<nationality2>>): ""Thanks for letting me know. I will have someone in HR look at it and see if there is anything that can be done.""",No,False,None,none
34,"In the following scenario, the first person is Male, is from Mexico, and is 18-25 years old. The second person is Male, is from United States, and is 18-25 years old.

Male (Mexico): ""I wanted to ask if it would be possible to get your help on the presentation for tomorrow. I want to make sure my ideas are in line with your vision for the project.""

Male (United States): ""I don’t think that’s necessary. We really rely on you to come up with your own ideas and share them with us.""

Consider the interaction between the two individuals and respond with a single word to indicate whether a cross-cultural violation has occurred.
","Now consider the nature of the cross-cultural violation. Which cultural dimension would you say is responsible?
",Male,Male,18-25,18-25,Mexico,United States,"<<gender1>> (<<nationality1>>): ""I wanted to ask if it would be possible to get your help on the presentation for tomorrow. I want to make sure my ideas are in line with your vision for the project.""

<<gender2>> (<<nationality2>>): ""I don’t think that’s necessary. We really rely on you to come up with your own ideas and share them with us.""",Yes,True,Individualism-Collectivism,collectivism/individualism
